,rekt_link,project,relevant addresses
24,https://rekt.news/monox-rekt/,monox,"['https://polygonscan.com/address/0x3826367A5563eCE9C164eFf9701146d96cC70AD9', 'https://etherscan.io/address/0xC36a7887786389405EA8DA0B87602Ae3902B88A1', 'https://polygonscan.com/tx/0x5a03b9c03eedcb9ec6e70c6841eaa4976a732d050a6218969e39483bb3004d5d', 'https://etherscan.io/tx/0x9f14d093a2349de08f02fc0fb018dadb449351d0cdb7d0738ff69cc6fef5f299', 'https://polygonscan.com/address/0x119914de3ae03256fd58b66cd6b8c6a12c70cfb2', 'https://etherscan.io/address/0xf079d7911c13369e7fd85607970036d2883afcfd', 'https://polygonscan.com/address/0x8f6a86f3ab015f4d03ddb13abb02710e6d7ab31b#tokentxns', 'https://etherscan.io/address/0x8f6a86f3ab015f4d03ddb13abb02710e6d7ab31b#tokentxns', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
25,https://rekt.news/spartan-rekt/,spartan,"['https://bscscan.io/address/0x3b6e77722e2bbe97c1cfa337b42c0939aeb83671', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
26,https://rekt.news/grim-finance-rekt/,grim,"['https://ftmscan.com/tx/0x19315e5b150d0a83e797203bb9c957ec1fa8a6f404f4f761d970cb29a74a5dd6', 'https://ftmscan.com/address/0xdefc385d7038f391eb0063c2f7c238cfb55b206c', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
27,https://rekt.news/wintermute-rekt/,wintermute,"['https://etherscan.io/address/0x4f3a120e72c76c22ae802d129f599bfdbc31cb81', 'https://optimistic.etherscan.io/address/0x4f3a120e72c76c22ae802d129f599bfdbc31cb81', 'https://optimistic.etherscan.io/tx/0xf79ed3037b55fbfd305007da2f19fb7960d31b8410453c679313e37a6d8548f4', 'https://optimistic.etherscan.io/tx/0x0c1d6166293924566ea0ca32d07379c7033a8b8f2558f667f917543e51dd474a', 'https://optimistic.etherscan.io/tx/0x8e29eef359f6c18a06e229157d44467b5e873f6e5b996baa7124b38eb6dfb1db', 'https://etherscan.io/tx/0xd705178d68551a6a6f65ca74363264b32150857a26dd62c27f3f96b8ec69ca01#eventlog', 'https://etherscan.io/address/0x76e2cfc1f5fa8f6a5b3fc4c8f4788f0116861f9b#code', 'https://optimistic.etherscan.io/tx/0x00a3da68f0f6a69cb067f09c3f7e741a01636cbc27a84c603b468f65271d415b#eventlog', 'https://optimistic.etherscan.io/address/0x8BcFe4f1358E50A1db10025D731C8b3b17f04DBB', 'https://optimistic.etherscan.io/address/0xe7145dd6287ae53326347f3a6694fcf2954bcd8a', 'https://optimistic.etherscan.io/tx/0x06cbffe3dcbf9405f5b50aafbdec542cfaeecaeed580c3cc51a0604e423f91eb', 'https://etherscan.io/address/0x4f3a120e72c76c22ae802d129f599bfdbc31cb81', 'https://optimistic.etherscan.io/address/0x4f3a120e72c76c22ae802d129f599bfdbc31cb81', 'https://optimistic.etherscan.io/tx/0x230e17117986f0dc7259db824de1d00c6cf455c925c0c8c6b89bf0b6756a7b7e', 'https://optimistic.etherscan.io/address/0x60b28637879b5a09d21b68040020ffbf7dba5107', 'https://optimistic.etherscan.io/tx/0xe9491bfb9a1ad13a47f3c1f61197b097416cbed2e32e038dd3de97172ddee303', 'https://optimistic.etherscan.io/tx/0xdb693613d550e38d53d47b5fd07ce505e24e141db146fa1321710c9a86d9db6a', 'https://optimistic.etherscan.io/address/0x8bcfe4f1358e50a1db10025d731c8b3b17f04dbb#internaltx', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
28,https://rekt.news/stablemagnet-rekt/,stablemagnet,"['https://bscscan.com/tx/0xf0ba46c8a20e1e75ad382e42c509bf71393e1b3b90326165c747a5d3cc5d967c', 'https://bscscan.com/address/0xE25d05777BB4bD0FD0Ca1297C434e612803eaA9a', 'https://bscscan.com/address/0x2bac04457e5de654cf1600b803e714c2c3fb96d7#tokentxns', 'https://etherscan.io/address/0xDF5B180c0734fC448BE30B7FF2c5bFc262bDEF26#tokentxns', 'https://etherscan.io/address/0xe5daac909a3205f99d370bc2b32b1810a4912a07#tokentxns', 'https://bscscan.com/address/0xf84c682279E6B687Fc3449954e25377ECC1A59f9', 'https://bscscan.com/address/0x16a4a0bb3c8b3dde8459f192b9ae09cad7b95a70', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
29,https://rekt.news/paid-rekt/,paid,"['https://etherscan.io/token/0x8c8687fc965593dfb2f0b4eaefd55e9d8df348df?a=0xd500aa2cffb70f460f4da6afa038ce35bed029bc…', 'https://etherscan.io/token/0x8c8687fc965593dfb2f0b4eaefd55e9d8df348df?a=0x18738290af1aaf96f0acfa945c9c31ab21cd65be', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
30,https://rekt.news/harvest-finance-rekt/,harvest,"['https://etherscan.io/tx/0x9d093325272701d63fdafb0af2d89c7e23eaf18be1a51c580d9bce89987a2dc1/advanced#internal', 'https://etherscan.io/address/0xf224ab004461540778a914ea397c589b677e27bb', 'https://etherscan.io/tx/0x5abe6f9b498471042f6c9f68c63fc3d84398b95a3a9e58c621cee09b3c972879', 'https://etherscan.io/tx/0xb460b70f11a93364fecf1f3c3ec49f053aecd2d6d9912c012170aa7a0de2d526', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
31,https://rekt.news/xtoken-rekt/,xtoken,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
32,https://rekt.news/elephant-money-rekt/,elephant,"['https://bscscan.com/tx/0xec317deb2f3efdc1dbf7ed5d3902cdf2c33ae512151646383a8cf8cbcd3d4577', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
33,https://rekt.news/venus-blizz-rekt/,venus,"['https://bscscan.com/address/0xec72d46011d67a6ac4fa7d3f476fa2049dc807ee#readContract', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
34,https://rekt.news/popsicle-rekt/,popsicle,"['https://etherscan.io/address/0xf9e3d08196f76f5078882d98941b71c0884bea52', 'https://etherscan.io/tx/0xcd7dae143a4c0223349c16237ce4cd7696b1638d116a72755231ede872ab70fc', 'https://etherscan.io/address/0xf9e3d08196f76f5078882d98941b71c0884bea52', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
35,https://rekt.news/pickle-finance-rekt/,pickle,"['https://etherscan.io/tx/0xb108205dc90466104f10d3e465593825ea88420cd8db6df29afd57e62df5cba6', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
36,https://rekt.news/cream-rekt/,cream,"['https://etherscan.io/address/0xff20817765cb7f73d4bde2e66e067e58d11095c2#code', 'https://etherscan.io/tx/0xa9a1b8ea288eb9ad315088f17f7c7386b9989c95b4d13c81b69d5ddad7ffe61e', 'https://etherscan.io/address/0x38c40427efbaae566407e4cde2a91947df0bd22b', 'https://etherscan.io/address/0x0ec306d7634314d35139d1df4a630d829475a125', 'https://etherscan.io/address/0xce1f4b4f17224ec6df16eeb1e3e5321c54ff6ede', 'https://etherscan.io/address/0xce1f4b4f17224ec6df16eeb1e3e5321c54ff6ede', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
37,https://rekt.news/snowdog-rekt/,snowdog,"['https://etherscan.io/address/0xae41199b0d576dbe43fbc8a81bd192d7b86b1c3b', 'https://etherscan.io/address/0x83170aa4ae32edc5d86df2e170e373fbf795c37d', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
38,https://rekt.news/bearn-rekt/,bearn,"['https://bscscan.com/token/0x7c9e73d4c71dae564d41f78d56439bb4ba87592f', 'https://bscscan.com/token/0xe9e7cea3dedca5984780bafc599bd69add087d56', 'https://bscscan.com/address/0x47f341d896b08daacb344d9021f955247e50d089', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
39,https://rekt.news/indexed-finance-rekt/,indexed,"['https://etherscan.io/tx/0x50af8eb95eeebf2ceb8e5a141841ad5bde7ddcc0bdc206ad761322cb26e4ec75', 'https://etherscan.io/address/0xba5ed1488be60ba2facc6b66c6d6f0befba22ebe', 'https://etherscan.io/tx/0x44aad3b853866468161735496a5d9cc961ce5aa872924c5d78673076b1cd95aa', 'https://etherscan.io/address/0xba5ed1488be60ba2facc6b66c6d6f0befba22ebe', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
40,https://rekt.news/inverse-finance-rekt/,inverse,"['https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
41,https://rekt.news/eminence-rekt-in-prod/,eminence,"['https://etherscan.io/address/0x2d407ddb06311396fe14d4b49da5f0471447d45c#tokentxns.', 'https://etherscan.io/address/0x223034edbe95823c1160c16f26e3000315171ca9#tokentxns', 'https://etherscan.io/tx/0x7bc97357364222207f1f011b22ad98ba78fcd3c25d3398346caa3928cdf4a4dd', 'https://etherscan.io/tx/0x7bc97357364222207f1f011b22ad98ba78fcd3c25d3398346caa3928cdf4a4dd', 'https://etherscan.io/tx/0x7bc97357364222207f1f011b22ad98ba78fcd3c25d3398346caa3928cdf4a4dd', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
42,https://rekt.news/furucombo-rekt/,furucombo,"['https://etherscan.io/address/0xb624E2b10b84a41687caeC94BDd484E48d76B212', 'https://etherscan.io/address/0x17e8Ca1b4798B97602895f63206afCd1Fc90Ca5f', 'https://etherscan.io/address/0x86765dde9304bea32f65330d266155c4fa0c4f04', 'https://etherscan.io/tx/0x5af11a27e98a167b61b01fea093cf612d5ec76c20fd2032f2d1aa49c8b1ee529', 'https://etherscan.io/tx/0x6a14869266a1dcf3f51b102f44b7af7d0a56f1766e5b1908ac80a6a23dbaf449#statechange…', 'https://etherscan.io/tokenapprovalchecker', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
43,https://rekt.news/deus-dao-rekt-2/,deus,"['https://ftmscan.com/tx/0x8589e136e6ad927096d07baa16852d16f11456c0446efb8f1ecd467ce0d4cb10', 'https://etherscan.io/address/0x700a81265ea72f609eaf9d0f08356c94b1c5af52#internaltx', 'https://etherscan.io/tx/0x96a06ee8ffc205f33ec6a2645bf240d1b577cd8085e1504525c108997e833fb8', 'https://etherscan.io/tx/0xf4b19a90df1eed9faf8672876996f56ed57fc3702d98d3efa2262a598b102428', 'https://ftmscan.com/tx/0x80e70a4956216630aa0d9ec4edc1a1c3dd35cec898b6cfda05fda9435bd270f8', 'https://ftmscan.com/tx/0x39825ff84b44d9c9983b4cff464d4746d1ae5432977b9a65a92ab47edac9c9b5', 'https://ftmscan.com/address/0x701428525cbac59dae7af833f19d9c3aaa2a37cb', 'https://etherscan.io/address/0x701428525cbac59dae7af833f19d9c3aaa2a37cb', 'https://ftmscan.com/tx/0x8589e136e6ad927096d07baa16852d16f11456c0446efb8f1ecd467ce0d4cb10', 'https://ftmscan.com/tx/0x39825ff84b44d9c9983b4cff464d4746d1ae5432977b9a65a92ab47edac9c9b5', 'https://ftmscan.com/address/0x701428525cbac59dae7af833f19d9c3aaa2a37cb', 'https://etherscan.io/address/0x701428525cbac59dae7af833f19d9c3aaa2a37cb', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
44,https://rekt.news/deathbed-confessions-c3pr/,deathbed,"['https://etherscan.io/address/0x944f214a343025593d8d9fd2b2a6d43886fb2474', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/tx/0x2fc406e07328e04022b555b5cab69bc932d29d1115eca3d121cbd49da90fb817', 'https://etherscan.io/address/0x8f332c9ffb2be270d5c1c0de3fdac3d993517593', 'https://etherscan.io/address/0xd6c35c1828a7062e21468768c546a64dd1be1602', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x079667f4f7a0b440ad35ebd780efd216751f0758', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
45,https://rekt.news/agave-hundred-rekt/,agave,"['https://etherscan.io/address/0x0a16a85be44627c10cee75db06b169c7bc76de2c', 'https://etherscan.io/address/0xd041ad9aae5cf96b21c3ffcb303a0cb80779e358', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
46,https://rekt.news/saddle-finance-rekt2/,saddle,"['https://etherscan.io/address/0x88cc4aa0dd6cf126b00c012dda9f6f4fd9388b17#code', 'https://etherscan.io/address/0x824dcd7b044d60df2e89b1bb888e66d8bcf41491', 'https://etherscan.io/tx/0xfc5fb681f54ceb4b0b9db4fcb38204dee7ca89f5cde0ba94179bf1fae563d7db', 'https://etherscan.io/address/0x63341ba917de90498f3903b199df5699b4a55ac0', 'https://etherscan.io/tx/0x2b023d65485c4bb68d781960c2196588d03b871dc9eb1c054f596b7ca6f7da56', 'https://etherscan.io/tx/0xe7e0474793aad11875c131ebd7582c8b73499dd3c5a473b59e6762d4e373d7b8', 'https://etherscan.io/address/0x63341ba917de90498f3903b199df5699b4a55ac0', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
47,https://rekt.news/value-rekt3/,value,"['https://bscscan.com/tx/0x2fd0aaf0bad8e81d28d0ee6e4f4b5cbba693d7d0d063d1662653cdd2a135c2de', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
48,https://rekt.news/yearn-rekt/,yearn,"['https://etherscan.io/address/0x62494b3ed9663334e57f23532155ea0575c487c5Attac', 'https://etherscan.io/tx/0x7ee28e342573ff7b8fb4bd2e4373e742cf80d8f8c7f8764cc6b70439dc33f037', 'https://etherscan.io/tx/0x13c12895d44f8b890af2187b93b97bec01dd34eeb026ac9669d8412e57d64446', 'https://etherscan.io/tx/0x6b07e3faaa419ea5a3d58929e07b872f8529441064eb576d61ef5edd697f7256', 'https://etherscan.io/tx/0xcacdc95bd65556426bae39025ddb1deafb65acb908be49fb7186bb750f7a369f', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
49,https://rekt.news/dego-finance-rekt/,dego,"['https://etherscan.io/address/0x118203b0f2a3ef9e749d871c8fef5e5e55ef5c91', 'https://bscscan.com/address/0x118203b0f2a3ef9e749d871c8fef5e5e55ef5c91', 'https://etherscan.io/tx/0x9b65bb0e9899a56dff9a14aa6ac33dfb64d2e5b9906199367a7c1191720d0834', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
50,https://rekt.news/arbix-rekt/,arbix,"['https://bscscan.com/address/0x4714a26e4e2e1334c80575332ec9eb043b61a2c4', 'https://bscscan.com/tx/0xfbba507c8e90a264d5e77e5db854f5697572da1681f3647d4fa4381f7ef825b9', 'https://bscscan.com/tx/0x55d17937c5ff918a9314dd96d75ce770c9d8a06f119fbbe28359387a1c69ec39', 'https://bscscan.com/tx/0xb5682534481ffd22db6ba777051049e2c9805d6bd04733772915e84f8a32a5a5', 'https://bscscan.com/tx/0x79f40c432499301f8aa2d9fdddc0d451655f1ec6be6b97e425ef29130bb6f954', 'https://bscscan.com/tx/0x5fac3ef218e76a7bbfa38284df91a0baad4bf5ef068ecc2045feac4238356aa0', 'https://bscscan.com/tx/0x91981907416ab908ec4134f12204a837b5207fb6fe31c7a7e93a5df503a25b6b', 'https://bscscan.com/address/0x161262d172699cf0a5e09b6cdfa5fee7f32c183d', 'https://bscscan.com/tx/0x4707d30a8d8152eebad1cdcae1d93af24cb9a344b447412ee1d65638b5c3db6f', 'https://bscscan.com/tx/0xb86dc583850e8497f1b721c70403da160c0f504a5fac1e74bbeaf3125e235ec9', 'https://bscscan.com/address/0x4714a26e4e2e1334c80575332ec9eb043b61a2c4', 'https://etherscan.io/address/0x4714a26e4e2e1334c80575332ec9eb043b61a2c4', 'https://etherscan.io/address/0x4714a26e4e2e1334c80575332ec9eb043b61a2c4', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
51,https://rekt.news/rari-capital-rekt/,rari,"['https://etherscan.io/tx/0xb7faca63a73d5d0490dda1c390577db3f30414cd91ce462e45c1e7f37c258519', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
52,https://rekt.news/value-rekt2/,value,"['https://bscscan.com/tx/0xd3382252bc204fdc32a6b3add8c639850882b70a798399d6e00a542cdf769040', 'https://bscscan.com/tx/0x9ba0454c2301ad5780795ae7477e9fa7e38226be16cc282158624479e66389b6', 'https://bscscan.com/tokentxns?a=0xef63ad578e75d498d0723e5420fa1962b1d28764', 'https://bscscan.com/address/0x7a8ac384d3a9086afcc13eb58e90916f17affc89#code', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
53,https://rekt.news/cover-rekt/,cover,"['https://etherscan.io/token/0xC8D2AB2a6FdEbC25432E54941cb85b55b9f152dB', 'https://etherscan.io/address/0x59686e01aa841f622a43688153062c2f24f8fded', 'https://etherscan.io/tx/0xe5173fffaed3342b53d41319dc538e7923e287e962df2d27f5e425c633db45d4', 'https://etherscan.io/tx/0xd721b0ef2886f14b75548b70d2d1fd82bea085ca24f5de29b833a64cfd8f7a50', 'https://etherscan.io/tx/0xadf27f5dd052482d46fdf69a5208a27cc7352522c7c19bbde5aee18f6ea4373b', 'https://etherscan.io/tx/0x66128a1685605b1798c852e14db0b0232a56e3bebf7f3f35b168642801754beb', 'https://etherscan.io/tx/0xf81fb72ee096e0d7afe4b99a55b723110604fb26ec82846043cfc396e1fa79da', 'https://etherscan.io/address/0x85abf036ca922e56fed670f4d3ce53fc4ea52b95#tokentxns', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0x77490baee41a9b35a6e87d49453c7329c7517c10ce6ce26b4c142692a2877e65', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0x88ce99fc1cb695db82d83ce5fe587396744841d3a123687f95b18df6a3106818', 'https://etherscan.io/address/0xdf1aefb979d180b4d67cca9abb4c5108c89dc8a4', 'https://etherscan.io/tx/0xa27fb73caddb1cf24aa7a5afe84eed13db2f0a889a6ee0f3d5e6226a76c0fd9c', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0xbd1fcda7006ddd58b18cb3bfbd01ef2d1a979be596e1c73be1d7d65fd7eb8215', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0xca135d1c4268d6354a019b66946d4fbe4de6f7ddf0ff56389a5cc2ba695b035f', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0xaf94d9b537a13819e873b37160594af2b1cc70b420d0b160a02e341566866a6b', 'https://etherscan.io/tx/0x01b3517845ed9c6b7b40d57bd71ac1a89fec080c5b8988f764d8226ac5caa959', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0xe6c068ca3605228b2435a414f2b372057340f77d3fe9f1d3967eb1ad128cb5d2', 'https://etherscan.io/address/0x00007569643bc1709561ec2e86f385df3759e5dd', 'https://etherscan.io/tx/0x23cb9bdf14eed955a84da3f3cfcf296356c0f897dec0b99e85151a7f084a3051', 'https://etherscan.io/tx/0xc2fd5094c1e108f83222a86bd46b35fc0da35616385d681964b22003643f982e', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
54,https://rekt.news/punkprotocol-rekt/,punkprotocol,"['https://etherscan.io/address/0x1695ce70da4521cb94dea036e6ebcf1e8a073ee6', 'https://etherscan.io/txs?a=0x1d5a56402425c1099497c1ad715a6b56aaccb72b', 'https://etherscan.io/tx/0x60c0757b82e82c9bb3e658d2d5a49e94630d04eb1bd735077ffed4e60e2403b5', 'https://etherscan.io/tx/0x4dc506ec5e9de2bb4053de7fd6054176a51da5408752265c9c3058b53778718b', 'https://etherscan.io/tx/0x4c8072a57869a908688795356777270a77f56ae47d8f1d869be0d25e807e03b1', 'https://etherscan.io/tx/0x7604c7dd6e9bcdba8bac277f1f8e7c1e4c6bb57afd4ddf6a16f629e8495a0281', 'https://etherscan.io/tx/0x597d11c05563611cb4ad4ed4c57ca53bbe3b7d3fefc37d1ef0724ad58904742b', 'https://etherscan.io/tx/0x008dd92f8bcfcee400aed26d13495fbfc8351f9b21289792fc2bb9e771668147', 'https://etherscan.io/tx/0xace7c07695ec1bbf917486c3c81ee7de79c04e0309d4f6a149688463e6f83247', 'https://etherscan.io/address/0xec36e96739b0fe73f5d078952850d1fc608e7652', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
55,https://rekt.news/superfluid-rekt/,superfluid,"['https://polygonscan.com/address/0x1574f7f4c9d3aca2ebce918e5d19d18ae853c090', 'https://polygonscan.com/tx/0xdee86cae2e1bab16496a49b2ec61aae0472a7ccf06f79744d42473e96edd6af6', 'https://polygonscan.com/tx/0xc37151aaefa7e937c97156ca43e3d486299aa89a603d22355592ddd00bfe687a', 'https://polygonscan.com/tx/0x741908f9707d9dd3a52525380d69f9e74a26d52350308227b84c3ad2db45449f', 'https://polygonscan.com/tx/0x026032084b3f7c658b7c3467d8567922e3ad93c755669ab0d92f01f040a18dea', 'https://polygonscan.com/tx/0x8dd5e00a54742f182eee7277a3326efd434f893fd94f5473f9ca1f0fd0358577', 'https://polygonscan.com/tx/0x9fdbcaefcd2bae1d873720ae8dfb741986818bfc1b5cf8af0a891b99b7bd14b1', 'https://polygonscan.com/tx/0xd12c38ce2346bbc29a845dd9099a8d3626ad12e74579be46485e31653a3888bc', 'https://polygonscan.com/tx/0x32df8bbeba3a8fcdba51c2a7daa316078cd65345a74b765b8fa2ce6787c91f28', 'https://polygonscan.com/tx/0x0553be6c6f969c4f91850532f68f4e8bae5824392140edb13c3bfd6f6cb8d35e', 'https://polygonscan.com/tx/0x7a9b9ad4634fea8681e34c150ef561bf0ced199a3347888dfc448e4164583f7d', 'https://polygonscan.com/tx/0x554f5688fb8d31bcd9affc90d16f0326a8d09b0469dbb581580c7187201ef6ba', 'https://polygonscan.com/tx/0x396b6ee91216cf6e7c89f0c6044dfc97e84647f5007a658ca899040471ab4d67', 'https://polygonscan.com/tx/0x5f9fd626df2fcfef5899c10cea2ec329e76dc0d4350b4c8cf28ce776785e1952', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
56,https://rekt.news/visor-finance-rekt/,visor,"['https://etherscan.io/address/0x8efab89b497b887cdaa2fb08ff71e4b3827774b2', 'https://etherscan.io/tx/0x660b97542ade1e533bd5e098dbe53da26b63d53a3c2c4dd46b481a91bd075ead', 'https://etherscan.io/tx/0x69272d8c84d67d1da2f6425b339192fa472898dce936f24818fda415c1c1ff3f', 'https://etherscan.io/address/0xc9f27a50f82571c1c8423a42970613b8dbda14ef#code', 'https://etherscan.io/address/0x10c509aa9ab291c76c45414e7cdbd375e1d5ace8', 'https://etherscan.io/tx/0x27f2210536553392cf180c0b37055b3dc92094a5d585d7d2a51f790c9145e47c', 'https://etherscan.io/tx/0x69272d8c84d67d1da2f6425b339192fa472898dce936f24818fda415c1c1ff3f', 'https://etherscan.io/tx/0x6eabef1bf310a1361041d97897c192581cd9870f6a39040cd24d7de2335b4546', 'https://etherscan.io/tx/0x0e16210218ecc487a35b9ff48fe3d9f3e9b0f50330f9e7805e38135732b85270', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C', 'https://etherscan.io/address/0x3C5c2F4bCeC51a36494682f91Dbc6cA7c63B514C']"
